sigma_meas,median_uncertainty,mean_uncertainty,median_posterior_sd,min_uncertainty,max_uncertainty,ratio_to_claimed,rhat_max,ess_min,predicted_sigma_age,empirical_vs_analytical,residual_uncertainty
0.03,287.689698743186,286.8937562333844,148.41204488934818,221.83945783026476,306.0841166171981,9.589656624772866,1.0006062197516532,7330.933413301561,235.51521612493994,1.2215333831788078,52.17448261824606
0.01,145.25919692901795,143.6047036680941,74.09090713055102,56.05953269473554,178.52458122617344,4.841973230967265,1.0007437305871205,7606.054066069837,78.50507204164666,1.8503160770549765,66.75412488737129
0.005,75.61368309723257,75.86756259754019,38.60421726188315,14.642367357119497,104.30998961059606,2.5204561032410857,1.0007895563282296,5899.770449198179,39.25253602082333,1.9263387990299476,36.36114707640924
0.001,15.25510948748763,15.450024289673305,7.797976678063291,0.5837709710738181,22.40001728433822,0.508503649582921,1.0004838526996112,9395.676590285751,7.850507204164666,1.9432004952998259,7.404602283322964
