config_name,a_eq,b_eq,median_uncertainty,mean_uncertainty,sd_uncertainty,min_uncertainty,max_uncertainty,rhat_max,ess_min,runtime_min,pct_change,ratio_to_claimed
Baseline (b=0.3783),23.8042281295,0.3782846434,296.57319689779206,295.5586051384963,10.970225970366558,213.35978650681898,322.21930014473975,1.0013332503987165,3749.8576235991804,0.505765688419342,0,9.885773229926402
"Theoretical, same intercept (b=1.0)",23.8042281295,1,334.6464543988278,334.7857033558022,5.461736080717365,320.3942906256608,348.52681168419883,1.0010252142902833,4931.31824826383,0.3531877676645915,12.837727043201728,11.15488181329426
"Theoretical, recalibrated (b=1.0)",45.15670909135382,1,297.36009856584593,296.06970178646327,10.186804304351597,213.24380866584383,313.6432581959659,1.0018100958853515,2452.27171122128,0.553463355700175,0.2653313503327348,9.912003285528197
