metric,value
median_var_spatial,2.992575416247839e-4
median_var_temporal,9.460933904497661e-8
median_var_total,2.9947512525336514e-4
pct_spatial,99.92734500790436
pct_temporal,0.03159171866609429
runtime_minutes,1.460980192820231
