lab_id,study_area,stevenson_age,stevenson_sd,post_mean,post_sd,q025,q975,ci_width,age_diff,exceeds_claimed
DHR-1616,SA1,327.5943806226352,30,447.8282667496582,153.59897090550317,168.0195817377499,764.7661292001911,596.7465474624412,120.23388612702303,TRUE
DHR-1617,SA1,393.6031837077273,30,484.1978206655713,153.23298684879722,199.09792987079555,792.7698752792483,593.6719454084528,90.59463695784405,TRUE
DHR-1618,SA1,383.3504031264037,30,487.399135755253,154.00425952749876,197.28444926346708,796.2325047204366,598.9480554569695,104.04873262884928,TRUE
DHR-1619,SA1,565.623660995245,30,559.1689119700591,151.29539469579473,263.0389656365118,848.5580595031163,585.5190938666044,-6.454749025185947,TRUE
DHR-1620,SA1,653.4385919180268,30,585.336185221867,147.35468731943155,290.3932295453747,856.6853367089136,566.292107163539,-68.10240669615973,TRUE
DHR-1621,SA1,401.4527334460588,30,481.6447175720295,152.12800781396507,195.98003500331345,788.1599897796293,592.1799547763159,80.19198412597069,TRUE
DHR-1622,SA1,253.59765550446147,30,401.8919379699739,149.79876008134042,141.97771090575023,717.1377950912943,575.1600841855441,148.29428246551245,TRUE
DHR-1623,SA1,728.308716958112,30,610.8323240131945,143.08685862791026,324.2269523662521,867.3456149156075,543.1186625493553,-117.4763929449175,TRUE
DHR-1624,SA1,258.1373075638089,30,397.6432955795798,149.25597413379728,140.67518533919662,715.5342430454643,574.8590577062678,139.50598801577087,TRUE
DHR-1625,SA1,673.0598715931487,30,590.633335756932,146.97630112908467,293.5863888717015,860.4468739905099,566.8604851188084,-82.42653583621677,TRUE
DHR-1626,SA1,382.28527678255466,30,460.3599482182399,156.2985819401633,171.8009454104843,784.904473655356,613.1035282448718,78.07467143568522,TRUE
DHR-1627,SA1,568.0216037823345,30,566.171959138735,152.01153601138654,269.28997873669675,851.9206674140545,582.6306886773577,-1.849644643599504,TRUE
DHR-1628,SA1,427.690708899932,30,490.8879930512599,152.70391526041385,208.706080155479,798.9184913808103,590.2124112253314,63.19728415132789,TRUE
DHR-1629,SA1,520.6790264912705,30,540.3348449739923,154.83994485095988,242.94488485914994,835.9383512994307,592.9934664402807,19.65581848272177,TRUE
DHR-1630,SA1,480.4984694233154,30,524.5636656804959,155.2722112168485,223.50527636192413,828.1986473734338,604.6933710115097,44.0651962571805,TRUE
DHR-1631,SA1,308.44697416632164,30,440.65180337645654,153.18002949750522,166.6572873848596,760.1654137151709,593.5081263303113,132.2048292101349,TRUE
DHR-1632,SA1,393.501601174955,30,484.7757893086494,155.53890241201856,190.6905373745265,798.4976969841164,607.8071596095899,91.2741881336944,TRUE
DHR-1633,SA1,669.2750604325465,30,606.741452535602,143.37228939512744,321.5377549321147,863.7315198723334,542.1937649402187,-62.533607896944545,TRUE
DHR-1634,SA1,436.0765294842161,30,508.747863563675,154.24794735106673,215.72055308560962,814.5268492542498,598.8062961686402,72.67133407945892,TRUE
DHR-1635,SA1,314.74696184531103,30,438.90502400922674,154.3116817723894,161.8303267480691,757.8699850189028,596.0396582708337,124.1580621639157,TRUE
DHR-1636,SA1,410.838586994008,30,490.1296805463943,154.92627481726277,197.10103035171716,800.8940416871914,603.7930113354741,79.29109355238631,TRUE
DHR-1638,SA1,646.314133878384,30,592.4630019907022,148.3239374474642,293.03827694959216,862.9280797668816,569.8898028172895,-53.851131887681845,TRUE
DHR-1639,SA1,489.0735962223376,30,534.1344224620383,151.57723499280812,237.5410255899189,830.5682271767871,593.0272015868682,45.0608262397007,TRUE
DHR-1640,SA1,552.484785647533,30,543.0578077394933,152.78418091540487,249.9921670078063,840.7513642573806,590.7591972495743,-9.426977908039703,TRUE
DHR-1641,SA1,423.0662863215381,30,502.39810889961285,155.1973623070867,205.01327792451323,816.3785553885788,611.3652774640656,79.33182257807476,TRUE
DHR-1642,SA1,382.5136869155962,30,475.37842489169003,154.84434885711514,185.12910172698056,792.9065194843741,607.7774177573936,92.8647379760938,TRUE
DHR-1644,SA1,714.3667760701381,30,600.9761513457147,145.85805773371234,312.72431967133565,865.2874210205365,552.5631013492009,-113.39062472442345,TRUE
DHR-1646,SA1,413.0457843858856,30,504.3278426265962,154.611944102474,212.15608965970964,811.9444060827827,599.7883164230731,91.28205824071057,TRUE
DHR-1647,SA1,482.7417130601556,30,524.3181036187875,152.04820334777574,233.8351010460788,823.925157174643,590.0900561285642,41.57639055863194,TRUE
DHR-1648,SA1,481.03020686277375,30,528.8761751811655,152.21432826829817,235.34526622106847,828.0843880303797,592.7391218093112,47.84596831839178,TRUE
DHR-1649,SA1,254.14876240052865,30,405.8218210600839,150.87890709143988,142.44073024805314,721.8934786470427,579.4527483989896,151.67305865955524,TRUE
DHR-1650,SA1,541.7890496868415,30,547.0442910395952,150.13780999299257,258.75828878818794,832.8338194728329,574.075530684645,5.255241352753728,TRUE
DHR-1652,SA1,694.8775815466096,30,603.3160814154811,145.88728203094536,310.3880932727441,863.561317179132,553.1732239063879,-91.56150013112847,TRUE
DHR-1653,SA1,335.30085282976773,30,441.4116831354966,155.41614770046837,162.49585170827146,762.0026324713685,599.5067807630971,106.11083030572888,TRUE
DHR-1654,SA1,433.52188960894847,30,506.93400484321273,152.02998810531813,220.20450288404876,810.6675572010572,590.4630543170084,73.41211523426426,TRUE
DHR-1655,SA1,348.7964320721488,30,469.76485764269523,154.30577036797627,182.5800474136614,783.4949603565861,600.9149129429247,120.96842557054646,TRUE
DHR-1656,SA1,449.0609581292956,30,520.1692444573715,154.24197287980513,226.8070480707189,826.3058583602661,599.4988102895472,71.1082863280759,TRUE
DHR-1657,SA1,740.588317615672,30,617.0864243693271,141.33075059904837,332.07713363652374,867.0052075791231,534.9280739425993,-123.50189324634493,TRUE
DHR-1658,SA1,533.4159891651854,30,553.6108958306497,149.68889473905165,260.82864513311716,838.5060733645021,577.677428231385,20.194906665464373,TRUE
DHR-1660,SA1,456.12043145094174,30,508.0728622132706,156.75743855836038,209.94277819723894,820.2683589426654,610.3255807454265,51.952430762328845,TRUE
DHR-1662,SA1,353.92978173381886,30,472.9379669229725,156.00154979309602,184.25999683062835,788.9234829773336,604.6634861467053,119.00818518915366,TRUE
DHR-1664,SA1,532.1837811394983,30,549.0779856327275,152.27982789421978,252.5676373829177,840.4832776701089,587.9156402871912,16.894204493229267,TRUE
DHR-1666,SA1,697.2170948388006,30,599.1923254643069,145.4689623391532,310.55386798498904,859.9581064383709,549.4042384533818,-98.02476937449364,TRUE
DHR-1668,SA1,554.0755226081345,30,561.8505075147453,148.8421875401502,269.9562458938073,845.6093996125385,575.6531537187311,7.774984906610825,TRUE
DHR-1670,SA1,597.5071623717039,30,574.1514348921762,149.83167203034378,278.3912450563743,857.2547034322013,578.8634583758269,-23.355727479527673,TRUE
DHR-1673,SA1,356.70925230378185,30,461.20781292018614,152.79103025708866,183.72879272618692,770.9719771596644,587.2431844334775,104.49856061640429,TRUE
DHR-1675,SA1,374.93539103787873,30,467.6491913858322,155.0818907746792,185.6025581465796,783.6226264321735,598.0200682855939,92.71380034795345,TRUE
