lab_id,study_area,stevenson_age,stevenson_sd,post_mean,post_sd,q025,q975,ci_width,age_diff,exceeds_claimed
DHR-1700,SA1,481.121888787776,30,511.0171872009109,152.75006394379017,221.62353067247372,815.271500785898,593.6479701134242,29.895298413134867,TRUE
DHR-1701,SA1,554.9297441403645,30,557.6381149018828,150.79818095366178,262.7120860698414,842.689383063941,579.9772969940996,2.7083707615182675,TRUE
DHR-1702,SA1,565.1736112270396,30,561.1700024958494,150.84055932760037,267.47650482233087,846.4266188299532,578.9501140076223,-4.003608731190184,TRUE
DHR-1705,SA1,493.7717763152206,30,520.3838829197456,154.832758026681,225.90594351544814,822.8621400410777,596.9561965256296,26.612106604524968,TRUE
DHR-1706,SA1,343.901392362772,30,512.270766711544,154.53609719269204,219.08483962279493,820.2199959759047,601.1351563531098,168.36937434877194,TRUE
DHR-1707,SA1,380.3833439198452,30,482.1970172790288,156.94172851375782,190.6165266815658,798.8146064296742,608.1980797481084,101.81367335918361,TRUE
DHR-1709,SA1,361.4191080333792,30,473.5848558156848,155.22616883435694,188.7506150611368,788.473016213721,599.7224011525842,112.16574778230563,TRUE
DHR-1731,SA1,263.960412091285,30,404.4712124830337,153.50004873434884,140.1870538924122,727.7935869398419,587.6065330474297,140.51080039174872,TRUE
DHR-1732,SA1,306.0291933145509,30,436.31480639881056,155.81234269912935,157.85094924921165,764.0779516284207,606.227002379209,130.28561308425964,TRUE
DHR-1734,SA1,454.9154276033966,30,483.36072878308363,156.47058382539825,193.9562157028677,801.1355717299018,607.1793560270341,28.44530117968702,TRUE
DHR-1735,SA1,617.0365467905003,30,546.0090957086283,152.83608332718688,249.1589683709847,837.1491434523341,587.9901750813494,-71.02745108187207,TRUE
DHR-1736,SA1,361.27250045021367,30,458.43747321329147,154.89513723359488,177.2741481284306,778.0319875139494,600.7578393855188,97.1649727630778,TRUE
DHR-1737,SA1,346.0734996005627,30,434.03889479005346,153.3511955210993,160.24009275401778,751.1733192096344,590.9332264556167,87.96539518949078,TRUE
DHR-1738,SA1,344.6335999841834,30,466.403225518086,155.57727982812887,178.93171728049848,783.6168011167657,604.6850838362673,121.76962553390263,TRUE
DHR-1741,SA1,315.5411911857425,30,428.2200892249539,153.11437907253904,158.67588198969983,749.6449848221808,590.969102832481,112.67889803921139,TRUE
DHR-1742,SA1,524.565601464411,30,536.6074225822402,152.3351789979388,240.25209143531814,834.5240413783386,594.2719499430204,12.041821117829272,TRUE
DHR-1743,SA1,263.92205206758075,30,411.88384794248515,154.33098379216082,142.95346301602294,737.2292897538136,594.2758267377907,147.9617958749044,TRUE
DHR-1744,SA1,476.8608334121389,30,517.4217685154656,153.68624553302442,227.98822198353554,823.4035429224866,595.415320938951,40.5609351033267,TRUE
DHR-1745,SA1,238.8559290463193,30,384.3982161225197,151.14409643435008,132.0205585398642,712.7696555661562,580.749097026292,145.54228707620044,TRUE
DHR-1751,SA1,632.6265011799674,30,549.8608881612695,147.91795116458286,264.91516915537005,835.6620864597228,570.7469173043528,-82.76561301869788,TRUE
DHR-1753,SA1,344.04264041739657,30,453.51843264751176,159.1393249114319,162.59176490410204,778.6585503953056,616.0667854912035,109.47579223011519,TRUE
DHR-1754,SA1,492.48648909195936,30,502.06891782473014,156.0507075187671,209.5814287577223,812.004872171176,602.4234434134537,9.58242873277078,TRUE
DHR-1755,SA1,574.9577340882624,30,551.5044055623566,152.36957841530943,255.05390203999642,842.3573158058739,587.3034137658775,-23.453328525905818,TRUE
DHR-1756,SA1,672.0909688842577,30,587.185954880043,144.14869302361433,302.20060729826207,852.7317505493778,550.5311432511157,-84.90501400421465,TRUE
DHR-1757,SA1,634.743345329585,30,561.6113399248519,150.7841367574905,266.23411621850715,846.314789261112,580.0806730426048,-73.13200540473315,TRUE
DHR-1709,SA1,454.01116519523424,30,471.49350424276474,157.82921525363076,177.36934465484765,794.0835330474321,616.7141883925844,17.482339047530502,TRUE
DHR-1710,SA1,521.4678340497006,30,524.6121687247417,153.89819007044156,229.87763298312152,826.4821701073939,596.6045371242724,3.144334675041023,TRUE
DHR-1711,SA1,400.9035143117146,30,500.331843235779,153.89646049437226,209.60627163620438,810.4527206063171,600.8464489701128,99.42832892406437,TRUE
DHR-1713,SA1,418.7322638268384,30,501.69763512722653,157.03432502242177,204.50199836908604,815.1324020494948,610.6304036804088,82.96537130038814,TRUE
DHR-1714,SA1,387.93356192333886,30,498.4536043746599,154.5062220727275,206.92355422418544,806.3833108505252,599.4597566263398,110.52004245132105,TRUE
DHR-1715,SA1,420.66638436857465,30,508.0901550550944,154.63654186178567,214.36881099753217,815.9597236969458,601.5909126994137,87.42377068651973,TRUE
DHR-1716,SA1,450.07242250860935,30,509.29070560375953,154.66517405525562,218.3406390760036,819.6071637921538,601.2665247161501,59.218283095150184,TRUE
DHR-1717,SA1,458.5911209018434,30,508.21596638010374,156.71972259767725,210.85339821745967,816.1133228233405,605.2599246058808,49.62484547826034,TRUE
DHR-1718,SA1,355.3786821651311,30,489.528637819561,153.5099724579379,201.88392043991794,799.2622306106042,597.3783101706863,134.1499556544299,TRUE
DHR-1720,SA1,396.14886531926567,30,495.62866374847556,156.10982800278862,202.87423363154463,811.3371116279918,608.4628779964472,99.4797984292099,TRUE
DHR-1721,SA1,470.45448216620093,30,517.5866889219336,153.5972179796468,225.46652691186907,822.1587666533562,596.6922397414871,47.13220675573268,TRUE
DHR-1722,SA1,392.23267312317626,30,501.4879841299229,155.3013639677347,210.18666535031988,813.0925741922058,602.9059088418859,109.25531100674664,TRUE
DHR-1723,SA1,508.1339408958615,30,510.6801033936116,155.24355578650548,213.96399552552768,815.0134384962751,601.04944297074735,2.5461624977501174,TRUE
DHR-1724,SA1,518.3377955204811,30,523.0040423068898,153.01443162832018,230.09026625219494,825.5723275124603,595.4820612602654,4.666246786408692,TRUE
DHR-1725,SA1,286.0070053588212,30,467.2584842594322,154.14171032584653,180.1710457908457,784.651464538402,604.4804187475563,181.251478900611,TRUE
DHR-1726,SA1,391.80112125047606,30,499.76803356368094,153.39817598953226,208.2954305335127,806.6613205165156,598.365889983003,107.96691231320489,TRUE
DHR-1727,SA1,492.61859052003183,30,520.8187500619562,152.4119091301969,230.27967226732963,819.6249214875808,589.3452492202512,28.200159541924336,TRUE
DHR-1590,SA1,669.483607652194,30,565.0869780005821,150.8240041105502,271.7624452146777,847.8752661010899,576.1128208864122,-104.39662965161187,TRUE
DHR-1591,SA1,602.2333574635761,30,537.7618918305101,152.51896674787375,242.9279735314928,832.3266606782122,589.3986871467193,-64.47146563306603,TRUE
DHR-1592,SA1,731.9302452135116,30,718.8340377979271,115.64431895611662,464.75800424916616,889.8968468226531,425.1388425734869,-13.096207415584558,TRUE
DHR-1594,SA1,403.4780327891896,30,585.3019289882144,146.8672029663884,294.6788851515672,857.2420027058528,562.5631175542856,181.82389619902477,TRUE
DHR-1596,SA1,713.855453958638,30,569.0524526223596,149.7841432088979,275.51539270449433,849.2870673495522,573.7716746450578,-144.80300133627838,TRUE
DHR-1598,SA1,667.3933636085038,30,553.7988521533293,148.53670488968478,265.52237727479644,836.7592469107269,571.2368696359305,-113.59451145517448,TRUE
DHR-1599,SA1,648.7736745022804,30,550.589400040659,150.4314381873947,258.62086734166127,840.1007774267489,581.4799100850876,-98.18427446162138,TRUE
DHR-1600,SA1,507.9705622284028,30,493.0593532814056,155.71501566663713,195.98544772625056,803.67461638293,607.6891686566795,-14.911208946997192,TRUE
DHR-1601,SA1,376.52471927844215,30,489.4168638334301,155.3077797738387,198.5016457375283,806.2676668261822,607.7660210886539,112.89214455498796,TRUE
DHR-1602,SA1,520.4604903695785,30,510.3241568058453,152.92765408982197,220.93846400330628,815.1748955536347,594.2364315503283,-10.13633356373316,TRUE
DHR-1603,SA1,582.6132181338534,30,537.6733831609516,154.02723665578588,240.4066831965222,835.8558827997699,595.4491996032477,-44.939834972901735,TRUE
DHR-1604,SA1,606.4923768344593,30,547.4283033192977,152.65350602950198,255.1073070395988,837.8400286605815,582.7327216209827,-59.06407351516157,TRUE
DHR-1605,SA1,567.501999348058,30,525.4270832769053,150.85408948687555,237.98810371685911,824.8294820216609,586.8413783048018,-42.07491607115276,TRUE
DHR-1606,SA1,677.9971899131199,30,542.2669039977452,152.3106044943488,250.82721188856283,839.3877598023925,588.5605479138296,-135.73028591537468,TRUE
DHR-1607,SA1,512.7682767200299,30,510.91674293982226,156.07423160402973,213.4944795310364,822.4981504590558,609.0036709280193,-1.8515337802076601,TRUE
DHR-1608,SA1,628.7039325426923,30,546.0041358608033,154.0386430416977,247.1533536407514,843.352647232379,596.1992935916276,-82.69979668188898,TRUE
DHR-1609,SA1,529.3130860081333,30,529.3473768090528,150.91206973741004,238.32637472509725,828.629334796449,590.3029600713518,0.03429080091950709,TRUE
DHR-1610,SA1,531.556955508326,30,520.7378334058949,154.64816694815914,226.5976849471598,819.449040764826,592.8513558176662,-10.819122102431152,TRUE
DHR-1611,SA1,682.16361001649,30,559.193345733296,148.4317122611219,270.61362765252295,843.5476295536495,572.9340019011265,-122.97026428319396,TRUE
DHR-1612,SA1,541.8918430176484,30,526.7313611600554,152.1988844481212,236.49514259245936,823.8300917980855,587.3349492056261,-15.160481857593027,TRUE
DHR-1613,SA1,662.4600180202739,30,542.9707949994612,152.17603798246788,246.54642356266737,838.3820804326757,591.8356568700083,-119.48922302081269,TRUE
DHR-1614,SA1,234.28183100815835,30,491.7293179149309,154.6592103710367,199.9201483731527,804.1679745028192,604.2478261296665,257.44748690677255,TRUE
DHR-1615,SA1,465.9227642626125,30,509.7463130710712,151.75969304264046,223.84782526895555,812.8692678811042,589.0214426121486,43.823548808458725,TRUE
RBC-39,SA2,715.7544605623588,30,575.0855489385974,147.58094250454593,283.16325476238814,848.5425082537372,565.3792534913491,-140.66891162376135,TRUE
RBC-11,SA2,636.7559828000211,30,551.1476836350523,150.44532807471302,257.9480227662,844.8539618089528,586.9059390427528,-85.6082991649688,TRUE
RBC-78,SA2,636.6712827153008,30,555.8649328097376,155.54743465165606,252.10097243898156,847.4038302620152,595.3028578230336,-80.80634990556314,TRUE
RBC-25,SA2,576.3906315750731,30,548.2617417219042,153.73287856936722,248.4562374979733,840.6261707171271,592.1699332191538,-28.12888985316897,TRUE
RBC-22,SA2,625.1248811612761,30,566.3215423831444,147.85104752069944,279.09741974627207,844.4380281512828,565.3406084050107,-58.80333877813166,TRUE
RBC-55,SA2,540.8180431452598,30,537.8474168402263,154.4703370040957,241.79466550477343,834.3316072135051,592.5369417087317,-2.9706263050335338,TRUE
RBC-8,SA2,733.7143797232065,30,583.7773449266728,148.10441568303875,292.8778530624073,857.111325730127,564.2334726677196,-149.9370347965338,TRUE
RBC-48,SA2,696.623859046843,30,569.0422532735502,150.58017242123088,273.0620999962497,852.4938884147034,579.4317884184537,-127.58160577329284,TRUE
RBC-75,SA2,659.0013883101724,30,556.5609087314855,152.45005868800843,262.7182068748843,847.9994146366228,585.2812077617384,-102.4404795786869,TRUE
RBC-12,SA2,655.088636720405,30,570.0002511357636,151.44529455199785,270.9815121169898,855.8908376409709,584.9093255239811,-85.0883855846414,TRUE
RBC-16,SA2,642.5541702422568,30,570.745106391319,149.60708485340473,277.5718287250648,852.9091024379466,575.3372737128818,-71.80906385093772,TRUE
RBC-9,SA2,613.7856585978385,30,549.9129312900448,152.18451147334653,259.98106584435317,842.2274699015547,582.2464040572015,-63.87272730779375,TRUE
RBC-5,SA2,631.9434018195329,30,571.1686289076589,148.25840253516185,280.6715023346613,851.3676362726802,570.6961339380189,-60.77477291187404,TRUE
RBC-41,SA2,611.1409675407415,30,551.6185202700665,151.58518215921995,256.7761252866975,840.1765948352281,583.4004695485306,-59.522447270675,TRUE
RBC-37,SA2,603.3405325586376,30,550.1019918425699,152.93326095948746,251.86717402066313,843.1786311906242,591.311457169961,-53.238540716067746,TRUE
RBC-54,SA2,594.804191247386,30,545.1225157695462,153.06009833375464,251.42396403866746,839.3435063161097,587.9195422774422,-49.6816754778398,TRUE
RBC-18,SA2,558.5151767506414,30,542.8092031515088,151.63720436900715,249.92241507857625,835.280834786027,585.3584197074507,-15.705973599132676,TRUE
RBC-71,SA2,551.9963338634028,30,543.2517121171975,152.00939856401467,250.35929597107884,839.8626415126174,589.5033455415386,-8.744621746205326,TRUE
RBC-47,SA2,547.8973003958097,30,535.9181061739774,152.72435872600062,242.68148093033085,828.6977924390667,586.0163115087358,-11.979194221832245,TRUE
RBC-70,SA2,269.9504156592945,30,448.91601240555104,156.108445680846,165.35139738489278,770.598850685633,605.2474533007403,178.96559674625655,TRUE
RBC-52,SA2,537.9346535529379,30,535.3526002291189,152.53394039900314,243.98736281131713,835.3955521477626,591.4081893364455,-2.5820533238189682,TRUE
RBC-32,SA2,530.037776871802,30,538.7245377610793,153.44481446220215,243.91649774722146,834.1418983615504,590.2254006143289,8.686760889277366,TRUE
RBC-59,SA2,506.5814681671292,30,531.5795161702484,154.3979886634877,231.43032813728897,832.752815071015,601.322486933726,24.998048003119266,TRUE
RBC-53,SA2,473.69721110000484,30,514.2464620616248,155.2150934849074,216.26222261144892,822.6305668375454,606.3683442260965,40.549250961619975,TRUE
RBC-27,SA2,479.5559222752089,30,526.6926648075524,152.7436910911123,236.7811096330534,826.4733937623664,589.6922841293131,47.13674253234353,TRUE
RBC-57,SA2,468.1982900338105,30,519.0938734457378,155.94397863313642,224.8178457303357,825.8192683341528,601.001422603817,50.895583411927305,TRUE
RBC-14,SA2,427.0227208749745,30,505.7419392692631,153.59211408468445,212.61311233599628,811.7602987798268,599.1471864438306,78.71921839428865,TRUE
RBC-58,SA2,421.3788193467743,30,504.7626372910072,155.77144144148897,210.90546362516406,812.965811154056,602.060347528892,83.38381794423287,TRUE
RBC-10,SA2,400.7935226947004,30,485.80985960563675,156.672293757845,196.07557966797265,803.3005549226131,607.2249752546404,85.01633691093633,TRUE
RBC-49,SA2,401.6636860395736,30,497.1370384489354,158.13218612836428,202.99218553167003,809.0238787130336,606.0316931813636,95.47335240936184,TRUE
RBC-68,SA2,394.6716222011751,30,491.45289343580816,157.00500752371408,195.96513713702836,806.1288648557384,610.16372771871,96.78127123463304,TRUE
RBC-38,SA2,394.7405051652777,30,495.06081043412655,158.38635173018366,199.42323466672153,810.3823116902109,610.9590770234894,100.32030526884887,TRUE
RBC-80,SA2,381.13749820990057,30,492.7913934917812,157.1559546648945,198.79046237054294,805.2831917496769,606.492729379134,111.65389528188064,TRUE
RBC-83,SA2,372.1530379643955,30,487.6026986633194,157.4901875323168,192.84476549364493,807.0708389295152,614.2260734358703,115.44966069892394,TRUE
RBC-28,SA2,376.9691937352609,30,492.81311451460044,156.0332962337716,200.65424873941126,804.1299821653121,603.4757334259008,115.84392077933956,TRUE
RBC-13,SA2,375.155336014758,30,495.80086745333637,156.2421550203667,198.16996919231298,812.2553788560539,614.0854096637408,120.64553143857836,TRUE
RBC-86,SA2,347.34953859335747,30,476.8333078336063,156.84285278646408,185.24444101053504,795.6949672619214,610.45052625138635,129.48376924024882,TRUE
RBC-76,SA2,352.7543397946423,30,483.03297614602394,156.39642525927417,187.6932749054876,804.748073649368,617.0547987438804,130.27863635138164,TRUE
RBC-45,SA2,343.2706651312378,30,472.6650159850415,155.6633036222348,183.36899446232482,789.8471543947344,606.4781599324095,129.3943508538037,TRUE
RBC-74,SA2,334.5998109314087,30,469.3596316374897,158.8436109793749,180.06984793813066,790.7185471958991,610.6486992577684,134.75982070608103,TRUE
RBC-73,SA2,334.58659133392234,30,473.40280447239815,157.58907787317875,183.07524947898779,791.4267739143526,608.3515244353648,138.8162131384758,TRUE
RBC-64,SA2,333.1132011167017,30,475.7307174038568,155.50812172673693,187.9542869075353,789.9944685697266,602.0401816621912,142.61751628715507,TRUE
RBC-65,SA2,333.1746767437363,30,475.1828242677911,159.29976421597544,177.22932318103025,794.4166393472806,617.1873161662503,142.00814752405478,TRUE
RBC-43,SA2,316.35951021236986,30,460.0325121949657,156.65750877818846,173.46592039205052,779.743182297401,606.2772619053504,143.67300198259585,TRUE
RBC-67,SA2,323.7505368575925,30,471.51195384291714,157.29447411054946,181.77662657338087,792.7893917602869,611.012765186906,147.76141698532462,TRUE
RBC-63,SA2,309.79767890545384,30,461.6319494498378,156.29086371606024,175.52161782625052,779.6586441489519,604.1370263227013,151.83427054438397,TRUE
RBC-40,SA2,304.2305968765828,30,464.2883714661309,157.67298741138225,173.08916678382914,784.7617021011293,611.6725353173002,160.0577745895481,TRUE
RBC-62,SA2,294.1748179881707,30,456.46080159264665,155.8370638327134,169.79352093532574,772.7452192881701,602.9516983528443,162.28598360447597,TRUE
RBC-4,SA2,245.81913388551396,30,422.64998889160205,154.33209684932982,152.18282751134754,745.0290170504271,592.8461895390795,176.8308550060881,TRUE
RBC-50,SA2,258.446257154348,30,444.21537090861113,156.2549757837678,162.7980762340643,767.0580218235762,604.2599455895119,185.76911375426312,TRUE
RBC-106,SA3,302.1611222452241,30,489.73633001610574,156.37983466814933,198.54736897787595,801.3686093973462,602.8212404194702,187.57520777088166,TRUE
RBC-107,SA3,362.7355996669658,30,512.9540661867862,157.04662771501629,215.25170818353268,821.962470479868,606.7107622963354,150.21846651982042,TRUE
RBC-109,SA3,585.8673629762204,30,584.0629708738296,149.13493869570806,284.2034080999375,858.3097084884021,574.1063003884645,-1.804392102390807,TRUE
RBC-111,SA3,208.3581468407744,30,452.17935108732814,158.88086249393783,163.6907873698898,777.1409748009758,613.450187431086,243.82120424655375,TRUE
RBC-112,SA3,696.6746280818677,30,605.2001384006506,143.96932323395745,313.8598182679755,863.8590589146352,549.9992406466597,-91.47448968121705,TRUE
RBC-113,SA3,236.40342631212428,30,467.967251067759,158.68045928191802,175.49933058882795,794.2425242922226,618.7431937033946,231.5638247556347,TRUE
RBC-115,SA3,633.1056883038495,30,586.479399728196,148.64967889840324,290.888589683645,858.5990837291989,567.7104940455539,-46.626288575653575,TRUE
RBC-116,SA3,242.91546911949,30,456.9446610192343,157.3098450410194,171.65139410830005,780.507710372448,608.8563162641478,214.02919189974426,TRUE
RBC-118,SA3,483.1685230100466,30,555.8815813842639,152.26747320128263,258.63187334193,842.9414248954716,584.3095515535417,72.71305837421727,TRUE
RBC-119,SA3,249.79697542094743,30,471.6085092502662,156.0385004896997,182.4448878454852,793.1036632425293,610.6587753970441,221.81153382931876,TRUE
