study_area,lab_id,provenience,1630_cm1,H2Ome_pct,3570_cm1,H2Ot_pct,eht_c,RH_fraction,rate,H2Ome2_per_day,Ea_J_per_mol,date_bp,date_ad,sd
SA1,DHR-1638,26-134,0.1306000000000000,0.1359292200000000,0.1433000000000000,0.0988435778125399,22.3999999999999986,0.9800000000000000,0.0000263902011513,0.0000001201396269,84351.8257085977966199,646.3141338783840411,1362.6858661216160726,30.0000000000000000
SA1,DHR-1639,26-134,0.1143000000000000,0.1128859100000000,0.1475000000000000,0.1021696306770645,22.3999999999999986,0.9800000000000000,0.0000267127281066,0.0000001208836863,84272.9450388627446955,489.0735962223375850,1519.9264037776624718,30.0000000000000000
SA1,DHR-1640,26-134,0.1162000000000000,0.1155719400000000,0.1163000000000000,0.0778170388587867,22.3999999999999986,0.9800000000000000,0.0000244394784269,0.0000001155406972,84850.4911064250190975,552.4847856475330445,1456.5152143524669555,30.0000000000000000
SA1,DHR-1641,26-151,0.1060000000000000,0.1011522000000000,0.1455000000000000,0.1005840508263052,22.3999999999999986,0.9800000000000000,0.0000265584858999,0.0000001205284088,84310.5486506033485057,423.0662863215380867,1585.9337136784620270,30.0000000000000000
SA1,DHR-1642,26-151,0.0988000000000000,0.0909735600000000,0.1316000000000000,0.0896540311207215,22.3999999999999986,0.9800000000000000,0.0000255191914274,0.0000001181075872,84569.7649979409616208,382.5136869155962245,1626.4863130844034913,30.0000000000000000
SA1,DHR-1644,26-151,0.1331000000000000,0.1394634700000000,0.1215000000000000,0.0818160430275853,22.3999999999999986,0.9800000000000000,0.0000247990396438,0.0000001164015930,84755.6507235577882966,714.3667760701381440,1294.6332239298615150,30.0000000000000000
SA1,DHR-1646,26-151,0.1061000000000000,0.1012935700000000,0.1544000000000000,0.1076637231553894,22.3999999999999986,0.9800000000000000,0.0000272541457280,0.0000001221228564,84142.6471416467829840,413.0457843858856108,1595.9542156141144460,30.0000000000000000
SA1,DHR-1647,26-151,0.1119000000000000,0.1094930299999999,0.1373000000000000,0.0941167474187416,22.3999999999999986,0.9800000000000000,0.0000259385291580,0.0000001190900769,84463.9272182171262102,482.7417130601555755,1526.2582869398443108,30.0000000000000000
SA1,DHR-1648,26-151,0.1128000000000000,0.1107653600000000,0.1441000000000000,0.0994760298992375,22.3999999999999986,0.9800000000000000,0.0000264512286723,0.0000001202807570,84336.8264749096852029,481.0302068627737526,1527.9697931372259063,30.0000000000000000
SA1,DHR-1649,26-151,0.0823000000000000,0.0676475100000000,0.1467000000000000,0.1015350205008771,22.3999999999999986,0.9800000000000000,0.0000266508872049,0.0000001207413650,84287.9954538011952536,254.1487624005286534,1754.8512375994716876,30.0000000000000000
SA1,DHR-1650,26-151,0.1174000000000000,0.1172683800000000,0.1305000000000000,0.0887960048018945,22.3999999999999986,0.9800000000000000,0.0000254393476722,0.0000001179196195,84590.1139501182624372,541.7890496868415084,1467.2109503131584916,30.0000000000000000
SA1,DHR-1652,26-151,0.1341000000000000,0.1408771700000000,0.1365000000000000,0.0934887457323866,22.3999999999999986,0.9800000000000000,0.0000258791051511,0.0000001189513266,84478.8209062107198406,694.8775815466095764,1314.1224184533903099,30.0000000000000000
SA1,DHR-1653,26-151,0.0906000000000000,0.0793812200000000,0.1169000000000000,0.0782771558368431,22.3999999999999986,0.9800000000000000,0.0000244805819333,0.0000001156394250,84839.5789721734327031,335.3008528297677344,1673.6991471702322087,30.0000000000000000
SA1,DHR-1654,26-151,0.1065000000000000,0.1018590500000000,0.1403000000000000,0.0964764815749289,22.3999999999999986,0.9800000000000000,0.0000261630387574,0.0000001196128834,84407.9637629689823370,433.5218896089484701,1575.4781103910515867,30.0000000000000000
SA1,DHR-1655,26-151,0.0974000000000000,0.0889943800000000,0.1537000000000000,0.1071046924997468,22.3999999999999986,0.9800000000000000,0.0000271985580347,0.0000001219961910,84155.9051126760023180,348.7964320721487752,1660.2035679278512816,30.0000000000000000
SA1,DHR-1656,26-151,0.1105000000000000,0.1075138500000000,0.1536000000000000,0.1070248612093467,22.3999999999999986,0.9800000000000000,0.0000271906291985,0.0000001219781135,84157.7983915591321420,449.0609581292956136,1559.9390418707043864,30.0000000000000000
SA1,DHR-1657,26-251,0.1385000000000000,0.1470974500000000,0.1368000000000000,0.0937241837053687,22.3999999999999986,0.9800000000000000,0.0000259013672559,0.0000001190033251,84473.2372592434694525,740.5883176156720538,1268.4116823843278326,30.0000000000000000
SA1,DHR-1658,26-251,0.1193000000000000,0.1199544100000000,0.1471000000000000,0.1018522627453034,22.3999999999999986,0.9800000000000000,0.0000266817836156,0.0000001208124906,84280.4717367323901271,533.4159891651853513,1475.5840108348147623,30.0000000000000000
SA1,DHR-1660,26-251,0.1072000000000000,0.1028486400000000,0.1271000000000000,0.0861506140455379,22.3999999999999986,0.9800000000000000,0.0000251947494732,0.0000001173419748,84652.8520372960192617,456.1204314509417372,1552.8795685490579217,30.0000000000000000
SA1,DHR-1662,26-251,0.0982000000000000,0.0901253400000000,0.1543000000000000,0.1075838389886125,22.3999999999999986,0.9800000000000000,0.0000272461954254,0.0000001221047482,84144.5416745460679522,353.9297817338188565,1655.0702182661812003,30.0000000000000000
SA1,DHR-1664,26-251,0.1181000000000000,0.1182579699999999,0.1409000000000000,0.0969493161513703,22.3999999999999986,0.9800000000000000,0.0000262082583016,0.0000001197179171,84396.7500181540963240,532.1837811394982509,1476.8162188605015217,30.0000000000000000
SA1,DHR-1666,26-251,0.1325000000000000,0.1386152500000000,0.1269000000000000,0.0859953209577524,22.3999999999999986,0.9800000000000000,0.0000251804640620,0.0000001173081532,84656.5349681659427006,697.2170948388004490,1311.7829051611995510,30.0000000000000000
SA1,DHR-1668,26-251,0.1218000000000000,0.1234886600000000,0.1483000000000000,0.1028047424390339,22.3999999999999986,0.9800000000000000,0.0000267747615527,0.0000001210262879,84257.8827283158752834,554.0755226081345199,1454.9244773918653664,30.0000000000000000
SA1,DHR-1670,26-251,0.1246000000000000,0.1274470200000000,0.1379000000000000,0.0945880987758426,22.3999999999999986,0.9800000000000000,0.0000259832199138,0.0000001191943233,84452.7486494321201462,597.5071623717038847,1411.4928376282960016,30.0000000000000000
SA1,DHR-1673,26-237/240,0.0956000000000000,0.0864497200000000,0.1330000000000000,0.0907475755504631,22.3999999999999986,0.9800000000000000,0.0000256213146729,0.0000001183475843,84543.8304982452100376,356.7092523037817955,1652.2907476962182045,30.0000000000000000
SA1,DHR-1675,26-237/240,0.0970000000000000,0.0884289000000000,0.1257000000000000,0.0850643127304014,22.3999999999999986,0.9800000000000000,0.0000250949902967,0.0000001171055916,84678.6147592858033022,374.9353910378787305,1634.0646089621213832,30.0000000000000000
